media,date added
Black Sails: Seasons 1-4,April 2014
The Matrix Reloaded,April 2014
Heartbreak High: Season 2,April 2014
Step Up: Revolution,April 2014
Crooks,April 2014
Talladega Nights: The Ballad of Ricky Bobby,April 2014
Parasyte: The Grey,April 2014
Its Kind of a Funny Story,April 2014
Demetri Martin: Demetri Deconstructed,April 2014
Good Times,April 2014
Bros,April 2014
Rodeio Rock,April 2014
Smokey and the Bandit,April 2014
Dead Boy Detectives,April 2014
Rebel Moon — Part Two: The Scargiver,April 2014
The Fairly OddParents: Seasons 4-5Hans Zimmer: Hollywood Rebel,April 2014
Mollys Game,April 2014
One Piece Film: Red,April 2014
Unlocked: A Jail Experiment,April 2014
The Circle: Season 6,April 2014
The Antisocial Network: Memes to Mayhem,April 2014
Amar Singh Chamkila,April 2014
Midsummer Night,April 2014
Hack Your Health: The Secrets of Your Gut,April 2014
Sex and the City: Seasons 1-6,April 2014
Neal Brennan: Crazy Good,April 2014
The Theory of Everything,April 2014
Fight for Paradise: Who Can You Trust?,April 2014
Duran Duran: Theres Something You Should Know,April 2014
Heavy Metal,May 2014
Ichi the Killer,May 2014
Adventures in Babysitting,May 2014
Godzilla vs. Monster Zero,May 2014
School Daze,May 2014
Rodan,May 2014
Revenge,May 2014
The Juror,May 2014
Shopping,May 2014
Thérèse,May 2014
Unhung Hero,May 2014
100 Bloody Acres,May 2014
A View to a Kill,May 2014
Maximum Overdrive,May 2014
Encounters at the End of the World,May 2014
The Legend of Drunken Master,May 2014
All I Want,May 2014
Kiss the Girls,May 2014
La Bamba,May 2014
Godzillas Revenge,May 2014
Anatomy of a Murder,May 2014
Broadway Idiot,May 2014
Ravenous,May 2014
The Human Stain,May 2014
Candyman,May 2014
Hook,May 2014
"Oslo, August 31st",May 2014
Backdraft,May 2014
The Big Hit,May 2014
Live and Let Die,May 2014
The Buddy Holly Story,May 2014
Bang the Drum Slowly,May 2014
Bram Stokers Dracula,May 2014
Diggstown,May 2014
Boys Dont Cry,May 2014
St. Elmos Fire,May 2014
Diana,May 2014
Return of the Dragon,May 2014
Kill Bill Vol. 1,May 2014
Never Say Never Again,May 2014
Godzilla vs. Mothra,May 2014
Friday the 13th Part VII: The New Blood,May 2014
The City of Lost Children,May 2014
The Prince of Tides,May 2014
Urban Legends: Bloody Mary,May 2014
The Jewel of the Nile,May 2014
Mr. Smith Goes to Washington,May 2014
Top Secret!,May 2014
From Dusk Till Dawn,May 2014
The Legend of Bagger Vance,May 2014
You Only Live Twice,May 2014
Richard Pryor Live on the Sunset Strip,May 2014
Cursed,May 2014
The Big Chill,May 2014
The Living Daylights,May 2014
Bridget Jones: The Edge of Reason,May 2014
Bed of Roses,May 2014
Kill Bill Vol. 2,May 2014
Gladiator,May 2014
Fido,May 2014
Ordinary Decent Criminal,May 2014
Forrest Gump,May 2014
Fantastic Voyage,May 2014
"Godzilla, King of the Monsters",May 2014
Entity,May 2014
Terror of Mechagodzilla,May 2014
Paper Moon,May 2014
Romancing the Stone,May 2014
Call Me Crazy: A Five Film,May 2014
Single White Female,May 2014
"Ghidorah, the Three-Headed Monster",May 2014
Starman,May 2014
Sneakers,May 2014
Winged Migration,May 2014
Beethoven,May 2014
The Odessa File,May 2014
Goldfinger,May 2014
For Your Eyes Only,May 2014
Godzilla Raids Again,May 2014
,June 2014
The Returned,June 2014
Ill Sleep When Im Dead,June 2014
The Chorus,June 2014
Real Husbands of Hollywood: Season 2,June 2014
Picture Perfect,June 2014
Iron Monkey,June 2014
Barbershop,June 2014
Tarzan,June 2014
Waynes World,June 2014
Jane Eyre,June 2014
The Believer,June 2014
Reign Over Me,June 2014
Clear and Present Danger,June 2014
Ever After: A Cinderella Story,June 2014
Loser,June 2014
First Knight,June 2014
Comedy Bang! Bang!: Season 2,June 2014
Luther: Season 3,June 2014
Gambit,June 2014
Carrie,June 2014
Tarzan 2,June 2014
Orange Is the New Black Season 2,June 2014
Copper: Season 2,June 2014
We Were Soldiers,June 2014
The Stepford Wives,June 2014
Rudy,June 2014
The Triplets of Belleville,June 2014
The Craft,June 2014
Romeo and Juliet,June 2014
Mission: Impossible 3,June 2014
Better Than Chocolate,June 2014
Girl Most Likely,June 2014
The Pirate Fairy,June 2014
Sophies Choice,June 2014
Heartland: Season 5,June 2014
Trailer Park Boys: Say Goodnight to the Bad Guys,June 2014
The Mean Season,June 2014
Popeye,June 2014
Julia,June 2014
Toddlers and Tiaras: Season 7,June 2014
Cold Mountain,June 2014
Oldboy,June 2014
Dance With Me,June 2014
El Dorado,June 2014
Devils Knot,June 2014
Swept Away,June 2014
XXX: State of the Union,June 2014
Elaine Stritch: Shoot Me,June 2014
Funny Lady,June 2014
My Girl 2,June 2014
Wolf Creek 2,June 2014
Wilfred: Season 3,June 2014
Harriet the Spy,June 2014
Left Behind: The Movie,June 2014
I.Q.,June 2014
A River Runs Through It,June 2014
Return to Nims Island,June 2014
Apocalypse Now,June 2014
Trailer Park Boys Live in F,June 2014
My Girl,June 2014
The Glades: Season 4,June 2014
Turbo FAST: Season 1 with Five Additional Episodes,June 2014
Tetro,June 2014
Blood and Chocolate,June 2014
The Adventures of Milo and Otis,June 2014
Nanking,June 2014
Lawless,June 2014
Pretty Little Liars: Season 4,June 2014
Lady Vengeance,June 2014
World War Z,June 2014
Duplex,June 2014
The Art of the Steal,June 2014
Bonnie and Clyde,June 2014
Sherlock: Season 3,June 2014
One Direction: Clevvers Ultimate Fan Guide,June 2014
My Babys Daddy,June 2014
American Ninja,July 2014
Philadelphia,July 2014
People I Know,July 2014
Cant Buy Me Love,July 2014
Crimson Tide,July 2014
The Hunt For Red October,July 2014
Phantoms,July 2014
Cheech and Chongs Up in Smoke,July 2014
Best Defense,July 2014
Dead Man Walking,July 2014
The Master,July 2014
City of God,July 2014
Croupier,July 2014
Under the Tuscan Sun,July 2014
The Karate Kid,July 2014
The Karate Kid II,July 2014
The Dark Half,July 2014
Madeline,July 2014
"Honey, I Shrunk the Kids",July 2014
Knights of Sidonia,July 2014
The Battered Bastards of Baseball,July 2014
My Girl 2,July 2014
Funny Face,July 2014
Mean Girls,July 2014
Primal Fear,July 2014
Eight Men Out,July 2014
Gandhi,July 2014
Basic Instinct,July 2014
Hemlock Grove Season 2,July 2014
Out of the Furnace,July 2014
Blue Chips,July 2014
Venus,July 2014
Fever Pitch,July 2014
Boyz n the Hood,July 2014
The Keys of the Kingdom,July 2014
Body of Evidence,July 2014
Homefront,July 2014
Patton,July 2014
Dont Look Now,July 2014
Bad Santa,July 2014
My Girl,July 2014
Legends of the Fall,July 2014
A Raisin in the Sun,July 2014
Ararat,July 2014
Jersey Girl,July 2014
The Babysitter,July 2014
Rocky,August 2014
Ella Enchanted,August 2014
The Conqueror Worm,August 2014
Rocky III,August 2014
Pumping Iron,August 2014
Vigilante Force,August 2014
Rocky II,August 2014
Dark Tourist,August 2014
Chaplin,August 2014
The Newton Boys,August 2014
Day Watch,August 2014
"He Said, She Said",August 2014
Goodbye World,August 2014
Evita,August 2014
The Birdcage,August 2014
Trees Lounge,August 2014
Turner and Hooch,August 2014
Playing by Heart,August 2014
10 Rules for Sleeping Around,August 2014
Immigration Tango,August 2014
D2: The Mighty Ducks,August 2014
The Five Heartbeats,August 2014
Art Machine,August 2014
Freaky Friday,August 2014
Mean Creek,August 2014
Bad Boys,August 2014
Allan Quatermain and the Lost City of Gold,August 2014
King Solomons Mines,August 2014
Alien Abduction,August 2014
F--- for Forest,August 2014
Red Dawn,August 2014
Sabrina,August 2014
Hawking,August 2014
Sky Captain and the World of Tomorrow,August 2014
Where the Red Fern Grows,August 2014
Kinky Boots,August 2014
The Mighty Ducks,August 2014
The Cable Guy,August 2014
Rocky V,August 2014
Day of the Siege,August 2014
Zach Galifianakis: Live,August 2014
The Gabby Douglas Story,August 2014
Rounders,August 2014
The Cold Lands,August 2014
Orca,August 2014
Prefontaine,August 2014
Rocky IV,August 2014
Spice World,August 2014
Shooter,August 2014
The Longest Day,August 2014
Not Waving But Drowning,August 2014
Blown Away,August 2014
Star Trek IV: The Voyage Home,August 2014
Lassie,August 2014
The Dogs of War,August 2014
Caveman,August 2014
Mad Max,August 2014
Face/Off,August 2014
Silver Linings Playbook,September 2014
3 Days to Kill,September 2014
Justin and the Knights of Valor,September 2014
Bones,September 2014
Killing Them Softly,September 2014
Refuge,September 2014
Filth,September 2014
Beginners,September 2014
UPDATE,September 2014
Le Week-End,September 2014
Your Sisters Sister,September 2014
Jackass Presents: Bad Grandpa,September 2014
All Is Lost,September 2014
A Single Man,September 2014
Lullaby,September 2014
One Day,September 2014
The Moment,September 2014
Kid Cannabis,September 2014
The Double,September 2014
Chicken Run,October 2014
Shadow of the Vampire,October 2014
Carrie,October 2014
The Boxcar Children,October 2014
Chelsea Handler: Uganda Be Kidding Me,October 2014
Shivers,October 2014
Bound by Flesh,October 2014
Tim Minchin and the Heritage Orchestra Live,October 2014
Team America: World Police,October 2014
Three Fugitives,October 2014
Finding Forrester,October 2014
E-Team,October 2014
Domestic Disturbance,October 2014
Wyatt Cenac: Brooklyn,October 2014
The Hunger Games: Catching Fire,October 2014
Please Subscribe: A Documentary About YouTubers,October 2014
Romeo + Juliet,October 2014
Sleepless in Seattle,October 2014
Kramer vs. Kramer,October 2014
A Long Way Down,October 2014
Ernest Saves Christmas,October 2014
Jay Mohr: Funny For a Girl,October 2014
Annie: A Royal Adventure,October 2014
Rain Man,October 2014
Paths of Glory,October 2014
Charlies Angels: Full Throttle,October 2014
Bad Johnson,October 2014
Django Unchained,October 2014
Rescue Dawn,October 2014
Shane,October 2014
Under the Electric Sky EDC 2013,October 2014
Breathe In,October 2014
Witching and Bitching,October 2014
Galaxy Quest,October 2014
Jimmy Neutron: Boy Genius,October 2014
Heatstroke,October 2014
Stay,October 2014
Hit!,October 2014
Liberal Arts,October 2014
My Father the Hero,October 2014
In a World...,October 2014
Annie,October 2014
The Wedding Planner,October 2014
Swelter,October 2014
Cowgirls n Angels,October 2014
Tombstone,October 2014
Little Man,October 2014
Why Stop Now,October 2014
The Phantom of the Opera,October 2014
Portlandia Season 4,November 2014
,November 2014
Sinbad: The Fifth Voyage,November 2014
Small Town Santa,November 2014
Sabotage,November 2014
The Blind Swordsman: Zatoichi,November 2014
Jay and Silent Bob Strike Back,November 2014
Chelsea Peretti: One of the Greats,November 2014
Artifact,November 2014
The Quick and the Dead,November 2014
Heartburn,November 2014
How to Steal a Million,November 2014
Breakheart Pass,November 2014
Doug Benson: Doug Dynasty,November 2014
The Rocketeer,November 2014
Road Trip: Beer Pong,November 2014
Fading Gigolo,November 2014
The One I Love,November 2014
Nikita Season 4,November 2014
Cleopatra,November 2014
Quartet,November 2014
Bomb Girls Season 3,November 2014
Braveheart,November 2014
The Preachers Wife,November 2014
Louder Than Words,November 2014
Fatal Attraction,November 2014
Virunga,November 2014
Addams Family Values,November 2014
Helix Season 1,November 2014
Nebraska,November 2014
Airplane!,November 2014
Bram Stokers Dracula,November 2014
Ida,November 2014
Beyond the Edge,November 2014
Kingpin,November 2014
Altman,November 2014
Donald Glover: Weirdo,November 2014
Dream House,November 2014
Doc Martin Season 6,November 2014
About Cherry,November 2014
Scream 4,November 2014
Dirty Rotten Scoundrels,November 2014
Total Recall,November 2014
Star Trek VI: The Undiscovered Country,November 2014
War Story,November 2014
La Bare,November 2014
Running From Crazy,November 2014
The Princess Diaries 2: Royal Engagement,November 2014
The Haunting,November 2014
Harts War,November 2014
Hell Is For Heroes,November 2014
Lilyhammer Season 3,November 2014
Happy Christmas,November 2014
Its Always Sunny in Philadelphia Season 9,November 2014
The Core,November 2014
The Grand Seduction,November 2014
Trading Mom,November 2014
‘The Out of Towners’,December 2014
‘A Knight’s Tale’,December 2014
‘Dark Skies’,December 2014
‘American Horror Story: Coven’,December 2014
‘Anchorman 2: The Legend Continues’,December 2014
‘Bewitched’,December 2014
‘The Village’,December 2014
‘Labor Day’,December 2014
‘Paranormal Activity: The Marked Ones’,December 2014
‘Troop Beverly Hills’,December 2014
‘Legends of Oz: Dorothy’s Return’,December 2014
‘Crossroads’,December 2014
‘Almost Famous’,December 2014
"‘I, Frankenstein’",December 2014
‘The Wolf of Wall Street’,December 2014
‘Behaving Badly’,December 2014
‘Good People’,December 2014
‘Child of God’,December 2014
‘Romy and Michele’s High School Reunion’,December 2014
Cheech and Chongs Next Movie,January 2015
Zoom: Academy for Superheroes,January 2015
The Murder of Princess Diana,January 2015
Kids for Cash,January 2015
Ribbit,January 2015
The Agony and the Ecstasy,January 2015
Basic,January 2015
Twist of Faith,January 2015
Jack Ryan: Shadow Recruit,January 2015
Chef,January 2015
The Ref,January 2015
New Hope,January 2015
The War of the Worlds,January 2015
Wetlands,January 2015
Modern Marvels Series,January 2015
Zombies: When the Dead Walk,January 2015
Swingers,January 2015
The Quiet Man,January 2015
Falcon Rising,January 2015
Get Low,January 2015
The Apartment,January 2015
The Mod Squad,January 2015
Get Shorty,January 2015
America: The Story of Us,January 2015
Storage Wars Series,January 2015
Pawn Stars Series,January 2015
Fear and Loathing in Las Vegas,January 2015
Enough,January 2015
Magic Beyond Words: The J.K Rowling Story,January 2015
Amanda Knox: Murder on Trial in Italy,January 2015
The Pregnancy Project,January 2015
Valkyrie,January 2015
Bless the Child,January 2015
Frank,January 2015
Lust of the Dead 2,January 2015
Fantasia,January 2015
Secrets of Eden,January 2015
The Killing Game,January 2015
Only the Lonely,January 2015
In the Name of God,January 2015
Vito,January 2015
The Ladies Man,January 2015
Ring of Fire,January 2015
Snatch,January 2015
A Five Star Life,January 2015
Stalkers,January 2015
Murder by Numbers,January 2015
Mystic River,January 2015
Neverlake,January 2015
Deep Impact,January 2015
The Amityville Horror,January 2015
Red Hollywood,January 2015
Open Road,January 2015
Marvels Hulk and the Agents of S.M.A.S.H.,January 2015
Cast Away,January 2015
Young Mr. Lincoln,January 2015
Gangland,January 2015
Batman and Robin,January 2015
Candyman 2: Farewell to the Flesh,January 2015
Marty,January 2015
Double Wedding,January 2015
From the Rough,January 2015
Brick Mansions,January 2015
The Butchers Wife,January 2015
The Eleventh Victim,January 2015
Reviving Ophelia,January 2015
Four Weddings and a Funeral,January 2015
She Made Them Do It,January 2015
Jeepers Creepers 2,January 2015
Top Shot Series,January 2015
Blood and Ties,January 2015
Dirty Dancing: Havana Nights,January 2015
The Machinist,January 2015
Mental,January 2015
WWII in HD,January 2015
Stonehearst Asylum,January 2015
The Road to El Dorado,January 2015
Venom,January 2015
The Bling Ring,January 2015
To Be Takei,January 2015
Brasslands,January 2015
Restless Virgins,January 2015
Marathon Man,January 2015
Bruce Almighty,January 2015
Lust of the Dead,January 2015
I Will Follow,January 2015
Gettysburg,January 2015
Swamp People Series,January 2015
The Kite Runner,January 2015
Intervention Series,January 2015
A Small Section of the World,January 2015
The Bag Man,January 2015
House of Last Things,January 2015
Undertow,January 2015
Waynes World 2,January 2015
Blue Car,January 2015
Better Living Through Chemistry,January 2015
Chinatown,January 2015
Bad Boys II,January 2015
The Brothers,January 2015
Patriot Games,January 2015
Bird People,January 2015
Mr. Mom,January 2015
Insomnia,January 2015
The Ouija Experiment,January 2015
RoboCop 2,January 2015
Welcome to the Jungle,January 2015
Regarding Henry,January 2015
Dirty Dancing,January 2015
The Girl With the Dragon Tattoo,January 2015
Copenhagen,January 2015
Amityville 2: The Possession,January 2015
RoboCop,January 2015
The Universe Series,January 2015
Secrets in the Walls,January 2015
Soul Plane,January 2015
Mr. Deeds,January 2015
The French Connection,January 2015
Taken From Me: The Tiffany Rubin Story,January 2015
Fort Bliss,January 2015
Jeepers Creepers,January 2015
What is Cinema?,January 2015
Son of God,January 2015
The Yes Men,January 2015
Amityville 3,January 2015
Uptown Girls,January 2015
Sabrina,January 2015
Big Fish,January 2015
"Tinker, Tailor, Soldier, Spy",January 2015
The First 48 Series,January 2015
Beauty Shop,January 2015
April Fools Day,January 2015
The Running Man,January 2015
Election,January 2015
I.Q.,January 2015
Footloose,January 2015
Water,January 2015
Sliding Doors,January 2015
Confucius,January 2015
A Killer Among Us,January 2015
Taking Lives,January 2015
Fatal Honeymoon,January 2015
Jarhead 2: Field of Fire,January 2015
Fantasia 2000,January 2015
Notting Hill,January 2015
Jack and the Cuckoo-Clock Heart,January 2015
"Bright Lights, Big City",January 2015
